id,text,spam,scam_type,language,url_present,url_harmful
8833,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bit.ly/claim-pkr/962,spam,job_fraud,roman_urdu,yes,yes
8834,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://secure-login-pk.com/225",spam,bank_phishing,english,yes,yes
8835,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
8836,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 50000 ka easyload kardein is number pe: 0301-8568227",spam,easyload_scam,roman_urdu,no,N/A
8837,"Please send me the report by EOD. Thanks, Sana.",ham,none,english,no,no
8838,Ramadan Mubarak to you and your family!,ham,none,english,no,no
8839,Ehsaas Program: Aap ko 10000 ki imdad di ja rahi hai. Abhi call karein 0321-8457053.,spam,BISP_government_scam,urdu,no,N/A
8840,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
8841,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/500,spam,job_fraud,roman_urdu,yes,yes
8842,"Dear MCB Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/436",spam,bank_phishing,english,yes,yes
8843,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
8844,"Salam, kaisay ho? Kal milte hain Quetta mein.",ham,none,roman_urdu,no,no
8845,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
8846,"Please send me the report by EOD. Thanks, Bilal.",ham,none,english,no,no
8847,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0300-7922422.,spam,BISP_government_scam,urdu,no,N/A
8848,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
8849,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/684",spam,job_fraud,english,yes,yes
8850,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-2132692 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8851,BISP khushkhabri! Aap ki 100000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-3341842 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8852,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0321-7980587",spam,telecom_lottery_scam,english,no,N/A
8853,Alert: Suspicious login detected on your HBL app. Click to verify identity: http://secure-login-pk.com/991,spam,bank_phishing,english,yes,yes
8854,Your OTP for UBL transaction is 660342. Do not share it with anyone.,ham,none,english,no,no
8855,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
8856,"Dear customer, your bill of 638 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
8857,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/340",spam,job_fraud,english,yes,yes
8858,"Please send me the report by EOD. Thanks, Ayesha.",ham,none,english,no,no
8859,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
8860,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
8861,BISP khushkhabri! Aap ki 25000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0321-1569101 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8862,Ramadan Mubarak to you and your family!,ham,none,english,no,no
8863,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
8864,"Dear HBL Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/880",spam,bank_phishing,english,yes,yes
8865,Ramadan Mubarak to you and your family!,ham,none,english,no,no
8866,"Salam, kaisay ho? Kal milte hain Gujranwala mein.",ham,none,roman_urdu,no,no
8867,Alert: Suspicious login detected on your Standard Chartered app. Click to verify identity: http://bank-update.xyz/627,spam,bank_phishing,english,yes,yes
8868,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/389,spam,job_fraud,roman_urdu,yes,yes
8869,Ramadan Mubarak to you and your family!,ham,none,english,no,no
8870,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
8871,Your OTP for HBL transaction is 537512. Do not share it with anyone.,ham,none,english,no,no
8872,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://secure-login-pk.com/156",spam,mobile_wallet_phishing,english,yes,yes
8873,Ramadan Mubarak to you and your family!,ham,none,english,no,no
8874,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
8875,Your order from Daraz has been shipped. Track here: https://www.daraz.pk,ham,none,english,yes,no
8876,"Dear Standard Chartered Customer, your account has been temporarily disabled for security. Reactivate now: http://verify-account.info/855",spam,bank_phishing,english,yes,yes
8877,Ehsaas Program: Aap ko 100000 ki imdad di ja rahi hai. Abhi call karein 0345-6055404.,spam,BISP_government_scam,urdu,no,N/A
8878,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
8879,Alert: Suspicious login detected on your Bank Alfalah app. Click to verify identity: http://secure-login-pk.com/357,spam,bank_phishing,english,yes,yes
8880,BISP khushkhabri! Aap ki 100000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0321-5976988 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8881,"Please send me the report by EOD. Thanks, Iqbal.",ham,none,english,no,no
8882,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0300-5298311",spam,telecom_lottery_scam,english,no,N/A
8883,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/452",spam,job_fraud,english,yes,yes
8884,"Your JazzCash account limit has expired. To upgrade and keep using services, click http://prize-claim.online/515",spam,mobile_wallet_phishing,english,yes,yes
8885,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bank-update.xyz/430",spam,job_fraud,english,yes,yes
8886,"Please send me the report by EOD. Thanks, Umar.",ham,none,english,no,no
8887,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/924",spam,bank_phishing,english,yes,yes
8888,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
8889,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
8890,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/666,spam,job_fraud,roman_urdu,yes,yes
8891,Alert: Suspicious login detected on your Standard Chartered app. Click to verify identity: http://prize-claim.online/671,spam,bank_phishing,english,yes,yes
8892,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://prize-claim.online/790,spam,job_fraud,roman_urdu,yes,yes
8893,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/191,spam,job_fraud,roman_urdu,yes,yes
8894,Ehsaas Program: Aap ko 25000 ki imdad di ja rahi hai. Abhi call karein 0333-6170404.,spam,BISP_government_scam,urdu,no,N/A
8895,Ehsaas Program: Aap ko 5000 ki imdad di ja rahi hai. Abhi call karein 0301-7411049.,spam,BISP_government_scam,urdu,no,N/A
8896,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
8897,Ehsaas Program: Aap ko 50000 ki imdad di ja rahi hai. Abhi call karein 0312-5272481.,spam,BISP_government_scam,urdu,no,N/A
8898,"Congratulations! You have won a Toyota Corolla in the Telenor Lucky Draw. To claim, call 0312-3762673",spam,telecom_lottery_scam,english,no,N/A
8899,"Salam, kaisay ho? Kal milte hain Gujranwala mein.",ham,none,roman_urdu,no,no
8900,"Dear UBL Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/968",spam,bank_phishing,english,yes,yes
8901,"Please send me the report by EOD. Thanks, Fatima.",ham,none,english,no,no
8902,"Salam, kaisay ho? Kal milte hain Lahore mein.",ham,none,roman_urdu,no,no
8903,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/123",spam,bank_phishing,english,yes,yes
8904,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/169",spam,job_fraud,english,yes,yes
8905,Alert: Suspicious login detected on your UBL app. Click to verify identity: http://verify-account.info/706,spam,bank_phishing,english,yes,yes
8906,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
8907,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
8908,BISP khushkhabri! Aap ki 50000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-6585679 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8909,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 5000 ka easyload kardein is number pe: 0333-6678976",spam,easyload_scam,roman_urdu,no,N/A
8910,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
8911,"Please send me the report by EOD. Thanks, Usman.",ham,none,english,no,no
8912,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bit.ly/claim-pkr/396,spam,job_fraud,roman_urdu,yes,yes
8913,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bit.ly/claim-pkr/696,spam,job_fraud,roman_urdu,yes,yes
8914,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
8915,"Dear customer, your bill of 826 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
8916,"Dear Standard Chartered Customer, your account has been temporarily disabled for security. Reactivate now: http://bank-update.xyz/403",spam,bank_phishing,english,yes,yes
8917,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/560,spam,job_fraud,roman_urdu,yes,yes
8918,Your OTP for UBL transaction is 539330. Do not share it with anyone.,ham,none,english,no,no
8919,Ehsaas Program: Aap ko 5000 ki imdad di ja rahi hai. Abhi call karein 0321-6407892.,spam,BISP_government_scam,urdu,no,N/A
8920,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bank-update.xyz/626",spam,job_fraud,english,yes,yes
8921,"Salam, kaisay ho? Kal milte hain Lahore mein.",ham,none,roman_urdu,no,no
8922,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/875",spam,job_fraud,english,yes,yes
8923,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
8924,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
8925,Mubarak ho! Aap ne Jeeto Pakistan se 500000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0345-7954088,spam,telecom_lottery_scam,roman_urdu,no,N/A
8926,"Salam, kaisay ho? Kal milte hain Gujranwala mein.",ham,none,roman_urdu,no,no
8927,"Salam, kaisay ho? Kal milte hain Sialkot mein.",ham,none,roman_urdu,no,no
8928,Mubarak ho! Aap ne Jeeto Pakistan se 25000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0312-9715716,spam,telecom_lottery_scam,roman_urdu,no,N/A
8929,Alert: Suspicious login detected on your Standard Chartered app. Click to verify identity: http://prize-claim.online/702,spam,bank_phishing,english,yes,yes
8930,Alert: Suspicious login detected on your Standard Chartered app. Click to verify identity: http://secure-login-pk.com/448,spam,bank_phishing,english,yes,yes
8931,Your OTP for Allied Bank transaction is 406969. Do not share it with anyone.,ham,none,english,no,no
8932,"Dear customer, your bill of 2891 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
8933,Alert: Suspicious login detected on your UBL app. Click to verify identity: http://secure-login-pk.com/958,spam,bank_phishing,english,yes,yes
8934,"Dear Standard Chartered Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/517",spam,bank_phishing,english,yes,yes
8935,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
8936,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://verify-account.info/787,spam,job_fraud,roman_urdu,yes,yes
8937,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 100000 ka easyload kardein is number pe: 0301-5845840",spam,easyload_scam,roman_urdu,no,N/A
8938,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 50000 ka easyload kardein is number pe: 0300-1722802",spam,easyload_scam,roman_urdu,no,N/A
8939,"Please send me the report by EOD. Thanks, Ali.",ham,none,english,no,no
8940,Ramadan Mubarak to you and your family!,ham,none,english,no,no
8941,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
8942,Ehsaas Program: Aap ko 100000 ki imdad di ja rahi hai. Abhi call karein 0345-8884493.,spam,BISP_government_scam,urdu,no,N/A
8943,"Please send me the report by EOD. Thanks, Siddique.",ham,none,english,no,no
8944,Mubarak ho! Aap ne Jeeto Pakistan se 25000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0333-3513110,spam,telecom_lottery_scam,roman_urdu,no,N/A
8945,"Dear customer, your bill of 2097 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
8946,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-2125658 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8947,Mubarak ho! Aap ne Jeeto Pakistan se 10000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0312-8580080,spam,telecom_lottery_scam,roman_urdu,no,N/A
8948,Alert: Suspicious login detected on your Allied Bank app. Click to verify identity: http://bit.ly/claim-pkr/878,spam,bank_phishing,english,yes,yes
8949,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
8950,Your OTP for MCB transaction is 155863. Do not share it with anyone.,ham,none,english,no,no
8951,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0333-7044678",spam,telecom_lottery_scam,english,no,N/A
8952,"Salam, kaisay ho? Kal milte hain Lahore mein.",ham,none,roman_urdu,no,no
8953,Mubarak ho! Aap ne Jeeto Pakistan se 50000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0312-3159380,spam,telecom_lottery_scam,roman_urdu,no,N/A
8954,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/276,spam,job_fraud,roman_urdu,yes,yes
8955,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0301-7550935",spam,telecom_lottery_scam,english,no,N/A
8956,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://verify-account.info/205",spam,job_fraud,english,yes,yes
8957,BISP khushkhabri! Aap ki 100000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0333-1803624 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8958,"Dear Meezan Bank Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/287",spam,bank_phishing,english,yes,yes
8959,"Dear customer, your bill of 1478 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
8960,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0345-7134029.,spam,BISP_government_scam,urdu,no,N/A
8961,Alert: Suspicious login detected on your Meezan Bank app. Click to verify identity: http://bit.ly/claim-pkr/351,spam,bank_phishing,english,yes,yes
8962,"Dear HBL Customer, your account has been temporarily disabled for security. Reactivate now: http://verify-account.info/949",spam,bank_phishing,english,yes,yes
8963,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://verify-account.info/651",spam,job_fraud,english,yes,yes
8964,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/192",spam,bank_phishing,english,yes,yes
8965,Your OTP for MCB transaction is 910599. Do not share it with anyone.,ham,none,english,no,no
8966,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
8967,"Your EasyPaisa account limit has expired. To upgrade and keep using services, click http://secure-login-pk.com/268",spam,mobile_wallet_phishing,english,yes,yes
8968,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
8969,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0345-4726054,spam,telecom_lottery_scam,roman_urdu,no,N/A
8970,Your order from Daraz has been shipped. Track here: https://www.google.com,ham,none,english,yes,no
8971,"Dear customer, your bill of 4081 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
8972,Alert: Suspicious login detected on your MCB app. Click to verify identity: http://prize-claim.online/328,spam,bank_phishing,english,yes,yes
8973,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://bit.ly/claim-pkr/251",spam,mobile_wallet_phishing,english,yes,yes
8974,Alert: Suspicious login detected on your MCB app. Click to verify identity: http://bank-update.xyz/218,spam,bank_phishing,english,yes,yes
8975,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
8976,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://bank-update.xyz/823",spam,mobile_wallet_phishing,english,yes,yes
8977,BISP khushkhabri! Aap ki 50000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0300-9358980 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8978,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0333-9959105",spam,telecom_lottery_scam,english,no,N/A
8979,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://bit.ly/claim-pkr/418,spam,job_fraud,roman_urdu,yes,yes
8980,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
8981,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
8982,"Congratulations! You have won a Toyota Corolla in the Zong Lucky Draw. To claim, call 0312-9597800",spam,telecom_lottery_scam,english,no,N/A
8983,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
8984,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
8985,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/159",spam,job_fraud,english,yes,yes
8986,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
8987,Ehsaas Program: Aap ko 100000 ki imdad di ja rahi hai. Abhi call karein 0333-9623272.,spam,BISP_government_scam,urdu,no,N/A
8988,Your OTP for HBL transaction is 886520. Do not share it with anyone.,ham,none,english,no,no
8989,"Dear HBL Customer, your account has been temporarily disabled for security. Reactivate now: http://prize-claim.online/572",spam,bank_phishing,english,yes,yes
8990,Your order from Daraz has been shipped. Track here: https://www.wikipedia.org,ham,none,english,yes,no
8991,Your order from Daraz has been shipped. Track here: https://www.gov.pk,ham,none,english,yes,no
8992,BISP khushkhabri! Aap ki 50000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0312-8716159 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8993,"Please send me the report by EOD. Thanks, Bilal.",ham,none,english,no,no
8994,"Please send me the report by EOD. Thanks, Ahmed.",ham,none,english,no,no
8995,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://bit.ly/claim-pkr/519",spam,bank_phishing,english,yes,yes
8996,"Salam, kaisay ho? Kal milte hain Faisalabad mein.",ham,none,roman_urdu,no,no
8997,BISP khushkhabri! Aap ki 500000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-2290794 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
8998,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
8999,"Please send me the report by EOD. Thanks, Khan.",ham,none,english,no,no
9000,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
9001,BISP khushkhabri! Aap ki 500000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0312-5150591 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
9002,"Dear customer, your bill of 2043 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
9003,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://prize-claim.online/326",spam,mobile_wallet_phishing,english,yes,yes
9004,"Salam, kaisay ho? Kal milte hain Quetta mein.",ham,none,roman_urdu,no,no
9005,Your OTP for MCB transaction is 464277. Do not share it with anyone.,ham,none,english,no,no
9006,"Please send me the report by EOD. Thanks, Ayesha.",ham,none,english,no,no
9007,"Your Nayapay account limit has expired. To upgrade and keep using services, click http://prize-claim.online/681",spam,mobile_wallet_phishing,english,yes,yes
9008,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0301-3913752 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
9009,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
9010,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 25000 ka easyload kardein is number pe: 0300-1709597",spam,easyload_scam,roman_urdu,no,N/A
9011,Mubarak ho! Aap ne Jeeto Pakistan se 100000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0301-4511351,spam,telecom_lottery_scam,roman_urdu,no,N/A
9012,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 10000 ka easyload kardein is number pe: 0312-6684725",spam,easyload_scam,roman_urdu,no,N/A
9013,"Please send me the report by EOD. Thanks, Fatima.",ham,none,english,no,no
9014,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0321-4146599",spam,telecom_lottery_scam,english,no,N/A
9015,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
9016,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/626,spam,job_fraud,roman_urdu,yes,yes
9017,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 100000 ka easyload kardein is number pe: 0301-4123743",spam,easyload_scam,roman_urdu,no,N/A
9018,"Dear customer, your bill of 2720 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
9019,Mubarak ho! Aap ne Jeeto Pakistan se 25000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0300-5119308,spam,telecom_lottery_scam,roman_urdu,no,N/A
9020,"Salam, kaisay ho? Kal milte hain Sialkot mein.",ham,none,roman_urdu,no,no
9021,Ramadan Mubarak to you and your family!,ham,none,english,no,no
9022,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
9023,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
9024,Mubarak ho! Aap ne Jeeto Pakistan se 25000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0333-2708336,spam,telecom_lottery_scam,roman_urdu,no,N/A
9025,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0300-9473752.,spam,BISP_government_scam,urdu,no,N/A
9026,Alert: Suspicious login detected on your Bank Alfalah app. Click to verify identity: http://bit.ly/claim-pkr/599,spam,bank_phishing,english,yes,yes
9027,"Please send me the report by EOD. Thanks, Iqbal.",ham,none,english,no,no
9028,"Dear customer, your bill of 736 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
9029,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://verify-account.info/353",spam,bank_phishing,english,yes,yes
9030,Ramadan Mubarak to you and your family!,ham,none,english,no,no
9031,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://bit.ly/claim-pkr/913",spam,job_fraud,english,yes,yes
9032,"Dear customer, your bill of 2875 is due on 25th. Pay now to avoid late fee.",ham,none,english,no,no
9033,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://prize-claim.online/264,spam,job_fraud,roman_urdu,yes,yes
9034,"Your JazzCash account limit has expired. To upgrade and keep using services, click http://bit.ly/claim-pkr/605",spam,mobile_wallet_phishing,english,yes,yes
9035,Mubarak ho! Aap ne Jeeto Pakistan se 500000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0300-1075237,spam,telecom_lottery_scam,roman_urdu,no,N/A
9036,Ammi ne kaha hai ke dahi le ana wapsi pe.,ham,none,roman_urdu,no,no
9037,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
9038,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://prize-claim.online/855",spam,job_fraud,english,yes,yes
9039,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 500000 ka easyload kardein is number pe: 0333-7276349",spam,easyload_scam,roman_urdu,no,N/A
9040,BISP khushkhabri! Aap ki 10000 rupay ki qist jari ho chuki hai. Hasil karne ke liye 0321-7969889 par rabta karein.,spam,BISP_government_scam,roman_urdu,no,N/A
9041,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
9042,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
9043,Ramadan Mubarak to you and your family!,ham,none,english,no,no
9044,Ramadan Mubarak to you and your family!,ham,none,english,no,no
9045,Mubarak ho! Aap ne Jeeto Pakistan se 50000 ka inaam jeeta hai. Rana Mazhar se rabta karein: 0301-7599234,spam,telecom_lottery_scam,roman_urdu,no,N/A
9046,Meeting at 3 PM in the office. Please be on time.,ham,none,english,no,no
9047,Ehsaas Program: Aap ko 500000 ki imdad di ja rahi hai. Abhi call karein 0345-5768700.,spam,BISP_government_scam,urdu,no,N/A
9048,"Kal university band hai, barish ki wajah se.",ham,none,roman_urdu,no,no
9049,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 50000 ka easyload kardein is number pe: 0333-3134203",spam,easyload_scam,roman_urdu,no,N/A
9050,"Amazon Part-time Job: Earn 5,000 to 10,000 daily from home. Join now via WhatsApp: http://secure-login-pk.com/113",spam,job_fraud,english,yes,yes
9051,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 5000 ka easyload kardein is number pe: 0312-4088357",spam,easyload_scam,roman_urdu,no,N/A
9052,"Congratulations! You have won a Toyota Corolla in the Jazz Lucky Draw. To claim, call 0333-8593736",spam,telecom_lottery_scam,english,no,N/A
9053,Jazz Weekly Super Offer: 10GB for Rs. 250. Dial *777# to subscribe.,ham,none,english,no,no
9054,"Bhai mein hospital mein hun, mera balance khatam ho gaya hai. Please 25000 ka easyload kardein is number pe: 0345-1754483",spam,easyload_scam,roman_urdu,no,N/A
9055,"Your Sadapay account limit has expired. To upgrade and keep using services, click http://verify-account.info/842",spam,mobile_wallet_phishing,english,yes,yes
9056,Ehsaas Program: Aap ko 100000 ki imdad di ja rahi hai. Abhi call karein 0333-9225085.,spam,BISP_government_scam,urdu,no,N/A
9057,"Please send me the report by EOD. Thanks, Ali.",ham,none,english,no,no
9058,"Your JazzCash account limit has expired. To upgrade and keep using services, click http://prize-claim.online/304",spam,mobile_wallet_phishing,english,yes,yes
9059,Your order from Daraz has been shipped. Track here: https://www.gov.pk,ham,none,english,yes,no
9060,Ramadan Mubarak to you and your family!,ham,none,english,no,no
9061,"Please send me the report by EOD. Thanks, Umar.",ham,none,english,no,no
9062,"Dear Bank Alfalah Customer, your account has been temporarily disabled for security. Reactivate now: http://verify-account.info/878",spam,bank_phishing,english,yes,yes
9063,Ghar bethay paisay kamayein. 3 ghantay kaam karein aur 3000 rozana payein. Details: http://secure-login-pk.com/958,spam,job_fraud,roman_urdu,yes,yes
